data,torneo,home,away,elo_h,elo_a,gol_home,gol_away,match_confidence,match_note
28/6/25,svezia - 1 divisione norra,ifk haninge,assyriska foreningen,1690.74,1651.17,,,n/d,data giusta ma nessun avversario simile a 'assyriska foreningen'
28/6/25,brasile - campeonato carioca a2,olaria,perolas negras,1630.63,1522.34,,,n/d,nessuna partita con quella data sulla pagina
28/6/25,brasile - campeonato carioca a3,duque de caxias fc,americano rj,1655.12,1623.09,,,n/d,nessuna partita con quella data sulla pagina
28/6/25,brasile - campeonato carioca a4,bangu,cabofriense,1589.87,1547.45,,,n/d,nessuna partita con quella data sulla pagina
28/6/25,brasile - campeonato carioca a5,america rj,sao goncalo ec,1670.35,1534.9,,,n/d,nessuna partita con quella data sulla pagina
28/6/25,brasile - serie c,maringa,ponte preta,1816.9,1719.69,,,n/d,data giusta ma nessun avversario simile a 'ponte preta'
30/6/25,ecuador - ligapro serie a,macara,emelec,1722.71,1663.13,,,n/d,nessuna partita con quella data sulla pagina
16/08/25,uk - championship,watford,qpr,1911.25,1804.39,,,n/d,data giusta ma nessun avversario simile a 'qpr'
17/8/25,Romania - liga II,cs concordia chiajna,csm ceahlaul piatra neamt,1673.36,1586.37,,,n/d,nessuna partita con quella data sulla pagina
5/8/25,Polonia - liga II,rekord bielsko-biala,warta Poznan,1562.78,1496.64,,,n/d,nessuna partita con quella data sulla pagina
23/8/25,Romania - liga II,csm ceahlaul piatra neamt,cs dinamo bucuresti,1748.55,1597.65,,,n/d,data giusta ma nessun avversario simile a 'cs dinamo bucuresti'
23/8/25,Indonesia - liga 1,persija jakarta,malut united fc,1746.95,1659.12,,,n/d,nessuna partita con quella data sulla pagina
23/8/25,Germania - regionalliga,mainz II,stuttgarter kickers,1795.43,1756.67,,,n/d,data giusta ma nessun avversario simile a 'stuttgarter kickers'
23/8/25,Austria - 2 liga,Austria klagenfurt,sw bregenz,1770.39,1659.63,,,n/d,data giusta ma nessun avversario simile a 'sw bregenz'
23/8/25,portogallo - segunda liga,torreense,academico viseu,1789.3,1716.13,2,1,bassa,rating diverso di 70.6 punti totali - verificare a mano
23/8/25,qatar - stars league,umm salal,al-shahaniya sc,1607.32,1589.02,,,n/d,data giusta ma nessun avversario simile a 'al-shahaniya sc'
24/8/25,messico - liga mx,cruz azul,toluca,1984.91,1907.55,,,n/d,data giusta ma nessun avversario simile a 'toluca'
24/8/25,Bulgaria - parva liga,dobrudzha 1919 dobrich,botev vratsa,1689.63,1623.09,,,n/d,nessuna partita con quella data sulla pagina
30/08/25,uk - league two,barrow,fleetwood town,1814.99,1755.41,,,n/d,nessuna partita con quella data sulla pagina
30/08/25,germania - lega 3,cottbus,fc ingolstadt,1922.74,1874.74,1,1,media,rating diverso di 37.9 punti (plausibile pre/post match)
30/08/25,portogallo - segunda liga,felgueiras 1932,lusitania lourosa,1781.41,1713.75,,,n/d,nessuna partita con quella data sulla pagina
30/08/25,svezia - superettan,sandvikens if,orebro sk,1862.82,1747.16,,,n/d,data giusta ma nessun avversario simile a 'orebro sk'
30/08/25,uk - league 2,tranmere,notts county,1866.95,1811.27,,,n/d,data giusta ma nessun avversario simile a 'notts county'
30/08/25,uk - league 2,shrewsbury,accrington stanley,1747.57,1695.71,,,n/d,data giusta ma nessun avversario simile a 'accrington stanley'
30/08/25,uk - league 1,exeter,peterborough,1862.69,1803.11,3,0,media,rating diverso di 58.3 punti (plausibile pre/post match)
30/08/25,uk - championship,millwall,wrexham,2036.04,1947.3,0,2,media,rating diverso di 26.5 punti (plausibile pre/post match)
30/08/25,croazia - 2 hnl,karlovac,nk croatia zmijavci,1521.54,1408.48,,,n/d,data giusta ma nessun avversario simile a 'nk croatia zmijavci'
30/08/25,argentina - primera b italiana,real pilar,sportivo italiano,1593.23,1517.6,,,n/d,data giusta ma nessun avversario simile a 'sportivo italiano'
30/08/25,messico - liga de expansion,atletico morelia,mineros de zacatecas,1696.29,1661.39,,,n/d,data giusta ma nessun avversario simile a 'mineros de zacatecas'
31/08/25,Cina - 2 divisione,wuxi wugo,Shenzhen 2028,1548.32,1444.47,,,n/d,nessuna partita con quella data sulla pagina
31/08/25,portogallo - segunda liga,Sporting b,pacos ferreira,1779.08,1668.06,,,n/d,data giusta ma nessun avversario simile a 'pacos ferreira'
31/08/25,Italia - serie c,arzignano valchiampo,Virtus verona,1665.53,1559.02,,,n/d,data giusta ma nessun avversario simile a 'Virtus verona'
31/08/25,Italia - serie c,pianese,carpi,1540.69,1485.73,,,n/d,nessuna partita con quella data sulla pagina
31/08/25,costa rica - segunda,futbol consultants desamparados,fc aserri,1508.09,1440.44,,,n/d,data giusta ma nessun avversario simile a 'fc aserri'
31/08/25,el salvador - clausura,cd hercules,cd cacahuatique,1512.73,1478.56,,,n/d,data giusta ma nessun avversario simile a 'cd cacahuatique'
1/9/25,panama - lpf,umecit,sd atletico nacional,1509.74,1454.79,,,n/d,nessuna partita con quella data sulla pagina
1/9/25,Bulgaria - vtora liga,marek dupnica,pfc minyor pernik,1497.88,1277.87,,,n/d,nessuna partita con quella data sulla pagina
1/9/25,Argentina - nacional b,agropecuario,almirante brown,1642.86,1540.29,,,n/d,nessuna partita con quella data sulla pagina
1/9/25,spagna - segunda liga,leganes,deportivo la coruna,1990.19,1930.61,2,2,media,rating diverso di 32.2 punti (plausibile pre/post match)
2/9/25,cile - primera b,universidad de concepcion,deportes recoleta,1579.08,1482.51,,,n/d,nessuna partita con quella data sulla pagina
2/9/25,Argentina - nacional b,ferro carril oeste,racing de cordoba,1648.04,1603.58,,,n/d,data giusta ma nessun avversario simile a 'racing de cordoba'
12/9/25,spagna - segunda division,las palmas,real sociedad b,1940.58,1712.84,2,1,bassa,rating diverso di 103.5 punti totali - verificare a mano
12/9/25,francia - ligue 2,troyes,nancy,1882.95,1803.33,,,n/d,data giusta ma nessun avversario simile a 'nancy'
12/9/25,irlanda - premier division,bohemians dublin,derry city,1893.01,1809.31,3,4,media,rating diverso di 59.2 punti (plausibile pre/post match)
12/9/25,portogallo - liga 3,varzim,usc paredes,1669.03,1624.94,,,n/d,data giusta ma nessun avversario simile a 'usc paredes'
12/9/25,portogallo - primera liga,alverca,cd tondela,1977.57,1935.15,1,0,bassa,rating diverso di 71.0 punti totali - verificare a mano
13/9/25,indonesia - liga 1,persis solo,persijap jepara,1653.61,1585.95,,,n/d,data giusta ma nessun avversario simile a 'persijap jepara'
13/9/25,cechia - 1 liga,banik ostrava,slovan liberec,1960.29,1887.12,0,2,media,rating diverso di 44.5 punti (plausibile pre/post match)
13/9/25,cechia - 1 liga,fc zlin,dukla praga,1854.63,1793.45,,,n/d,data giusta ma nessun avversario simile a 'dukla praga'
13/9/25,italia - serie a,cagliari,parma,2118.25,2059.29,2,0,media,rating diverso di 33.7 punti (plausibile pre/post match)
13/9/25,uk - league 2,oldham,bromley,1810.4,1783.62,,,n/d,data giusta ma nessun avversario simile a 'bromley'
13/9/25,portogallo - liga 3,cd trofense,ad fafe,1676.6,1625.64,,,n/d,data giusta ma nessun avversario simile a 'ad fafe'
13/9/25,portogallo - liga 3,guimaraes b,braga b,1619.66,1595.05,,,n/d,data giusta ma nessun avversario simile a 'braga b'
14/9/25,brasile - serie a,fluminense,corinthians,2016.62,1901.16,,,n/d,data giusta ma nessun avversario simile a 'corinthians'
14/9/25,francia - ligue 1,metz,angers,1976.33,1915.15,1,1,media,rating diverso di 37.8 punti (plausibile pre/post match)
14/9/25,argentina - torneo a,ca 9 de julio rafaela,ca douglas haig,1577.08,1470.22,,,n/d,nessuna partita con quella data sulla pagina
14/9/25,argentina - torneo a,argentino mm ,biblioteca atenas,1568.5,1474.86,,,n/d,data giusta ma nessun avversario simile a 'biblioteca atenas'
14/9/25,argentina - torneo a,cipolletti,olimpo bahia blanca,1619.93,1577.5,,,n/d,data giusta ma nessun avversario simile a 'olimpo bahia blanca'
14/9/25,argentina - nacional b,patronato parana,quilmes,1652.89,1558.59,,,n/d,data giusta ma nessun avversario simile a 'quilmes'
14/9/25,spagna - segunda division,granada,leganes,1976.15,1929.5,,,n/d,data giusta ma nessun avversario simile a 'leganes'
14/9/25,,san franciso fc,sporting san miguelito,1580.94,1513.29,,,n/d,data giusta ma nessun avversario simile a 'sporting san miguelito'
14/9/25,,mazatlan fc,atlas,1754.09,1704.12,,,n/d,data giusta ma nessun avversario simile a 'atlas'
